Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
5632,Southern at thought matter still.,2025-05-21,2025-05-31,8.54,Improvement,Low,Support,U06
5633,Address general son instead do identify people.,2025-05-09,2025-05-13,7.25,Bug,Medium,Research,U08
5634,Response main security degree mouth one movement.,2025-02-14,2025-02-16,6.02,Feature,Medium,Technical,U10
5635,Security position others nearly me protect born.,2025-05-22,2025-05-27,6.77,Bug,Medium,Support,U08
5636,Who nothing perhaps several there goal.,2025-03-05,2025-03-09,5.85,Improvement,Medium,Research,U09
5637,Page expect very around church art professional.,2025-01-24,2025-01-30,3.0,Bug,High,Technical,U03
5638,While evidence state serve positive front service.,2025-02-08,2025-02-10,1.07,Bug,High,Technical,U04
5639,Apply add trial film.,2025-03-06,2025-03-07,7.89,Bug,Low,Research,U10
5640,Forget security attorney study charge truth response.,2025-02-12,2025-02-17,8.31,Improvement,Medium,Admin,U02
5641,Two fall dog.,2025-03-11,2025-03-18,4.92,Improvement,Low,Support,U10
5642,Affect sure into fire.,2025-02-16,2025-02-21,2.87,Bug,Low,Support,U09
5643,Its end radio alone expect.,2025-02-12,2025-02-16,6.58,Improvement,Medium,Research,U04
5644,House process tough letter.,2025-03-23,2025-03-30,2.64,Feature,Low,Support,U10
5645,Data trouble down.,2025-01-24,2025-02-01,6.1,Improvement,Low,Support,U03
5646,But once life look.,2025-01-06,2025-01-15,7.39,Bug,Medium,Admin,U02
5647,Something fact street well interest fly but.,2025-03-13,2025-03-20,5.28,Improvement,Medium,Support,U04
5648,Situation marriage lose least wife.,2025-01-30,2025-02-05,1.05,Improvement,High,Admin,U04
5649,Half agency consumer.,2025-05-04,2025-05-13,4.25,Bug,High,Research,U02
5650,Marriage scene we.,2025-04-08,2025-04-16,8.77,Feature,High,Support,U04
5651,Write American go sea ball across peace majority.,2025-04-06,2025-04-13,5.13,Feature,Medium,Admin,U05
5652,Yeah cut south generation glass tax director ok.,2025-05-06,2025-05-15,1.52,Improvement,High,Technical,U09
5653,Democratic son property card.,2025-01-12,2025-01-13,1.0,Feature,Low,Support,U01
5654,Environmental action inside.,2025-03-30,2025-04-09,7.21,Bug,Low,Research,U02
5655,Reflect step big.,2025-02-05,2025-02-15,2.38,Improvement,Low,Research,U09
5656,Wear memory about main those.,2025-03-13,2025-03-23,2.48,Bug,High,Research,U08
5657,Those certain affect can white than.,2025-02-25,2025-03-07,9.64,Bug,Medium,Admin,U09
5658,Toward appear include standard purpose focus save.,2025-03-28,2025-04-05,3.37,Bug,Medium,Support,U05
5659,Exist live century response.,2025-01-13,2025-01-20,2.33,Improvement,High,Research,U07
5660,Individual use window can main response also president.,2025-01-05,2025-01-10,7.97,Improvement,High,Technical,U02
5661,Into billion race than knowledge dog ready religious.,2025-05-06,2025-05-13,5.85,Feature,High,Technical,U01
5662,Cell drop campaign receive somebody against can.,2025-05-22,2025-05-29,9.51,Bug,Medium,Technical,U10
5663,Lead today force whole those.,2025-01-22,2025-02-01,6.82,Improvement,Low,Support,U06
5664,Scene remain drug truth nearly leave.,2025-05-06,2025-05-14,5.82,Improvement,Medium,Research,U04
5665,Process debate charge be.,2025-04-15,2025-04-23,4.6,Feature,High,Support,U08
5666,Movie lot whole nor.,2025-05-02,2025-05-12,1.6,Bug,High,Admin,U09
5667,Real right science enough similar.,2025-05-25,2025-06-02,7.04,Improvement,Medium,Admin,U09
5668,Make great person child imagine media.,2025-05-13,2025-05-19,2.65,Improvement,Medium,Research,U07
5669,Great we first source.,2025-05-01,2025-05-11,6.74,Bug,Medium,Research,U10
5670,Spend black movement rather energy throw whole.,2025-01-24,2025-01-31,6.88,Improvement,Medium,Research,U08
5671,How side simply oil worry.,2025-03-11,2025-03-21,1.08,Feature,High,Research,U01
5672,Answer call when all research.,2025-01-25,2025-01-30,6.27,Feature,Low,Admin,U07
5673,Author agreement age yourself Mr.,2025-05-09,2025-05-16,6.74,Bug,High,Research,U08
5674,Guess finish entire eat soldier short.,2025-04-23,2025-04-24,2.07,Feature,High,Technical,U01
5675,Study student local successful necessary through.,2025-04-30,2025-05-01,1.66,Improvement,High,Admin,U01
5676,Light serve community card recognize.,2025-04-06,2025-04-07,5.86,Improvement,Low,Research,U09
5677,Cup story force.,2025-02-26,2025-03-01,7.63,Feature,High,Support,U08
5678,Fund charge new left.,2025-02-04,2025-02-12,6.29,Improvement,Low,Admin,U04
5679,Begin trip officer question claim start truth.,2025-04-06,2025-04-07,5.76,Bug,Medium,Technical,U10
5680,Quickly hold color effect.,2025-01-08,2025-01-14,1.18,Improvement,High,Technical,U02
5681,Head prevent spend street yet tax me.,2025-03-31,2025-04-08,2.04,Improvement,High,Admin,U05
5682,Administration section other low information respond enjoy.,2025-01-08,2025-01-15,7.78,Feature,Low,Support,U10
5683,Point particularly agree education.,2025-04-22,2025-04-24,1.43,Improvement,High,Research,U05
5684,President financial central because single series.,2025-05-03,2025-05-13,7.82,Feature,Medium,Support,U09
5685,Your official professional middle enter feel season particularly.,2025-02-21,2025-02-25,5.19,Bug,Low,Admin,U03
5686,Write practice what blood.,2025-03-04,2025-03-10,5.42,Improvement,High,Research,U01
5687,Though score nature by sometimes perhaps tend perhaps.,2025-01-29,2025-01-30,9.66,Feature,Medium,Support,U09
5688,Fast doctor leave parent clear fine theory lot.,2025-03-12,2025-03-19,9.21,Improvement,Medium,Admin,U07
5689,Air degree option city form rise.,2025-02-02,2025-02-11,5.72,Improvement,High,Support,U03
5690,Summer head ago win.,2025-01-14,2025-01-20,8.94,Bug,High,Technical,U07
5691,Section focus structure try.,2025-04-25,2025-04-28,3.61,Improvement,High,Support,U02
5692,International according serious throw.,2025-02-10,2025-02-17,6.5,Bug,Medium,Admin,U02
5693,Ever place nor purpose two miss.,2025-02-15,2025-02-19,5.39,Feature,High,Technical,U09
5694,Eat once girl middle example doctor agree.,2025-03-01,2025-03-09,2.97,Improvement,Medium,Support,U07
5695,Interesting choose so behavior dog.,2025-05-25,2025-06-04,3.88,Bug,High,Support,U05
5696,Still international thus agreement.,2025-02-25,2025-02-27,4.94,Improvement,Medium,Research,U05
5697,Skin black home draw moment yes student.,2025-04-17,2025-04-22,9.72,Feature,Low,Technical,U01
5698,Scientist base similar theory spring maintain small.,2025-04-20,2025-04-26,6.21,Feature,High,Support,U06
5699,Sign color teacher popular summer hot.,2025-05-09,2025-05-15,9.54,Bug,Medium,Research,U08
5700,Its level arrive air.,2025-04-13,2025-04-18,1.37,Feature,Medium,Research,U07
5701,Section Congress rather adult.,2025-04-18,2025-04-20,7.66,Feature,Low,Admin,U09
5702,Ahead program pick song morning.,2025-01-10,2025-01-11,2.31,Improvement,High,Research,U09
5703,Woman forward particularly discuss man politics.,2025-05-06,2025-05-12,5.58,Feature,Low,Technical,U09
5704,Also country car next form else.,2025-03-18,2025-03-24,8.37,Improvement,Medium,Research,U09
5705,Drug while from close lawyer.,2025-04-04,2025-04-10,2.13,Improvement,Low,Research,U07
5706,At space sit blue over happy second.,2025-02-16,2025-02-17,3.61,Bug,High,Research,U04
5707,Leader morning each response.,2025-02-19,2025-02-25,9.14,Improvement,High,Technical,U02
5708,Religious note tax.,2025-01-22,2025-02-01,5.42,Bug,Low,Support,U04
5709,Ask yes sport change.,2025-03-29,2025-04-05,7.69,Bug,Low,Research,U06
5710,Agency past single research.,2025-02-25,2025-02-28,1.29,Bug,High,Research,U06
5711,Establish decision moment away police.,2025-05-05,2025-05-08,7.92,Bug,High,Admin,U05
5712,Month leader five everybody example article agree.,2025-02-04,2025-02-07,3.84,Bug,High,Technical,U10
5713,Rather computer economic head coach maintain specific appear.,2025-01-24,2025-02-02,8.72,Feature,Low,Technical,U06
5714,Follow home best less consumer way.,2025-05-11,2025-05-18,3.21,Improvement,Low,Research,U03
5715,Hospital what can action other agree.,2025-02-01,2025-02-02,3.97,Feature,High,Research,U03
5716,Song appear commercial land hand her.,2025-03-20,2025-03-22,2.88,Improvement,Low,Support,U03
5717,Top spring notice financial put answer public.,2025-05-07,2025-05-08,1.03,Feature,Low,Admin,U05
5718,Action mind growth enjoy painting clear wife.,2025-03-09,2025-03-12,5.35,Feature,High,Support,U07
5719,Red defense choose enough child.,2025-02-18,2025-02-28,6.86,Improvement,Medium,Research,U05
5720,Daughter industry yet shake open finish fish.,2025-04-08,2025-04-17,4.01,Bug,High,Technical,U05
5721,Measure return since church field.,2025-04-29,2025-05-05,6.32,Improvement,Low,Admin,U01
5722,Traditional rather attack term.,2025-05-25,2025-06-04,2.28,Bug,Medium,Admin,U06
5723,Point material carry off return.,2025-01-22,2025-01-23,8.69,Improvement,Medium,Research,U03
5724,Body start bill rate behavior professor course.,2025-03-27,2025-04-06,2.11,Feature,High,Research,U01
5725,Approach clearly run call all today seem.,2025-04-13,2025-04-20,6.76,Bug,Low,Support,U06
5726,Around science bar national outside.,2025-01-23,2025-01-31,9.73,Improvement,High,Research,U04
5727,Service attack home less material year them.,2025-03-02,2025-03-08,7.64,Improvement,Medium,Support,U04
5728,Probably business large bed all.,2025-05-04,2025-05-09,7.14,Improvement,High,Research,U06
5729,Shoulder answer instead question.,2025-03-25,2025-03-27,8.53,Bug,High,Admin,U06
5730,Machine get door middle speech.,2025-05-14,2025-05-24,1.45,Improvement,High,Admin,U04
5731,Mean glass stock power.,2025-05-12,2025-05-22,8.42,Feature,Low,Research,U02
5732,One various region modern right must wear manage.,2025-05-18,2025-05-22,9.82,Bug,Low,Technical,U03
5733,Water pick trial peace rate much purpose.,2025-05-08,2025-05-13,9.96,Feature,Medium,Support,U10
5734,Group hard direction attention appear off have.,2025-03-07,2025-03-17,5.39,Bug,High,Support,U01
5735,Program by simply.,2025-01-25,2025-01-27,2.73,Bug,Medium,Support,U04
5736,Be ok very quickly car others.,2025-04-16,2025-04-24,7.82,Bug,High,Admin,U01
5737,Middle control face total trade relate.,2025-02-03,2025-02-10,6.3,Feature,Medium,Admin,U10
5738,Spend fast fact floor.,2025-05-09,2025-05-15,7.66,Feature,High,Technical,U04
5739,Mean personal grow class citizen attorney.,2025-01-24,2025-01-29,7.82,Bug,Low,Admin,U08
5740,Talk future field subject seek.,2025-02-18,2025-02-22,3.49,Feature,Medium,Admin,U03
5741,Product some spring section she scientist.,2025-03-30,2025-04-04,9.27,Improvement,Low,Admin,U09
5742,Activity reality throughout painting.,2025-05-09,2025-05-16,5.04,Feature,High,Admin,U06
5743,Skin doctor only strategy.,2025-03-20,2025-03-22,1.08,Feature,Medium,Support,U10
5744,Analysis offer before list choose figure heavy true.,2025-02-28,2025-03-08,6.67,Bug,Low,Admin,U07
5745,Second everybody card fine record best.,2025-01-15,2025-01-16,5.33,Bug,Low,Support,U01
5746,Fine environment until usually small similar.,2025-03-09,2025-03-18,4.07,Improvement,Medium,Technical,U04
5747,Enter war card move can.,2025-03-18,2025-03-26,1.42,Bug,Low,Technical,U04
5748,Affect worker behavior huge stage.,2025-03-01,2025-03-02,4.09,Bug,Medium,Research,U02
5749,Run suddenly still white prepare low main.,2025-02-01,2025-02-02,9.93,Bug,High,Support,U07
5750,Gun wish such test word oil fund.,2025-03-02,2025-03-12,5.92,Feature,Low,Research,U04
5751,Your hard especially.,2025-02-11,2025-02-14,4.12,Feature,Medium,Technical,U08
5752,Run model call worry.,2025-02-26,2025-03-04,7.41,Bug,High,Support,U02
5753,Stand detail five.,2025-05-04,2025-05-06,6.86,Bug,Medium,Technical,U07
5754,Organization number sea this.,2025-02-19,2025-02-22,2.07,Improvement,Medium,Admin,U02
5755,Happen training assume land fund reality inside.,2025-03-21,2025-03-26,6.83,Bug,Medium,Research,U05
5756,Discover direction develop life guess side Democrat science.,2025-02-12,2025-02-15,2.28,Bug,Medium,Support,U02
5757,Life else level since sound site prove something.,2025-05-14,2025-05-18,3.72,Feature,Medium,Admin,U04
5758,Level type upon at.,2025-02-01,2025-02-04,8.04,Feature,High,Support,U10
5759,Debate perhaps hit wall.,2025-04-12,2025-04-16,4.47,Improvement,Medium,Support,U10
5760,Modern official fine detail financial.,2025-04-03,2025-04-12,1.42,Bug,Medium,Research,U04
5761,Prevent break age usually follow tend important.,2025-04-22,2025-04-25,9.34,Improvement,Low,Admin,U05
5762,Kid there forget country million sit.,2025-05-13,2025-05-19,4.08,Bug,Low,Support,U07
5763,Girl population vote.,2025-05-26,2025-05-30,8.84,Feature,Low,Admin,U10
5764,Understand because watch bill want than represent.,2025-02-12,2025-02-17,3.73,Bug,Medium,Support,U02
5765,Machine feel worker she religious cell Republican.,2025-02-10,2025-02-17,1.73,Bug,Medium,Technical,U04
5766,Million under floor sense player.,2025-01-08,2025-01-12,6.83,Bug,Medium,Support,U06
5767,Create animal order partner bad.,2025-03-15,2025-03-17,2.4,Feature,High,Research,U02
5768,Cold still off article away result lay Republican.,2025-01-22,2025-01-25,9.84,Bug,Low,Support,U05
5769,Threat to message it world.,2025-02-27,2025-03-03,1.6,Bug,Low,Support,U04
5770,Baby allow century growth.,2025-01-27,2025-01-28,4.84,Feature,Low,Research,U09
5771,List Democrat one increase girl staff.,2025-03-13,2025-03-18,9.81,Feature,Medium,Support,U01
5772,Huge either cause only one reveal.,2025-03-15,2025-03-22,8.92,Feature,Medium,Admin,U06
5773,Event word debate other.,2025-04-03,2025-04-07,7.03,Feature,Medium,Research,U10
5774,Ever address several set.,2025-01-14,2025-01-24,6.65,Bug,Low,Research,U02
5775,Young perform expert.,2025-01-19,2025-01-21,3.68,Bug,Medium,Support,U08
5776,During interview forward road data.,2025-01-03,2025-01-05,2.78,Bug,High,Technical,U04
5777,Letter meeting street individual outside that door.,2025-05-20,2025-05-29,4.44,Improvement,Medium,Technical,U05
5778,Center computer exist establish around.,2025-04-18,2025-04-28,6.81,Improvement,Medium,Support,U06
5779,Usually pay technology control.,2025-05-13,2025-05-14,1.3,Feature,High,Technical,U05
5780,Kid son travel where range.,2025-05-05,2025-05-15,6.86,Improvement,High,Technical,U07
5781,Country pick less eat service.,2025-01-10,2025-01-13,2.32,Feature,Medium,Admin,U09
5782,Rule improve site professor.,2025-05-16,2025-05-23,9.06,Bug,Medium,Technical,U10
5783,Music left spend bad.,2025-02-23,2025-02-28,6.81,Bug,Medium,Technical,U06
5784,Ok peace energy news sometimes want quite.,2025-03-01,2025-03-10,9.41,Improvement,High,Technical,U01
5785,Raise could recent organization raise wife serious.,2025-03-25,2025-03-27,2.67,Feature,High,Support,U07
5786,Us hope commercial.,2025-01-30,2025-02-05,9.79,Bug,High,Technical,U01
5787,None measure look total nor focus.,2025-05-04,2025-05-08,7.7,Bug,Medium,Research,U07
5788,Particularly customer leg.,2025-05-18,2025-05-20,1.99,Feature,Medium,Support,U10
5789,Wait land structure admit draw position always.,2025-04-10,2025-04-15,1.88,Improvement,Low,Admin,U03
5790,Marriage to as.,2025-01-28,2025-02-06,3.19,Bug,Low,Research,U05
5791,Will car here leg point million.,2025-02-19,2025-02-27,6.15,Feature,High,Research,U01
5792,Agent so certain ground many practice.,2025-02-10,2025-02-13,9.78,Bug,Medium,Admin,U08
5793,Finish spring south.,2025-03-26,2025-03-27,6.59,Improvement,Low,Research,U04
5794,Receive budget stock hand history huge baby.,2025-02-19,2025-02-23,7.81,Improvement,Medium,Admin,U06
5795,Least great article.,2025-04-09,2025-04-15,5.86,Bug,Low,Technical,U09
5796,By firm very plan inside let only part.,2025-03-11,2025-03-21,5.95,Feature,High,Technical,U02
5797,Boy scientist least cost apply early only style.,2025-05-06,2025-05-07,1.76,Improvement,High,Support,U05
5798,Author they spring enter individual position popular.,2025-02-25,2025-03-06,4.32,Feature,High,Support,U10
5799,Professional later walk director order travel evidence.,2025-03-23,2025-03-26,5.4,Feature,High,Research,U04
5800,Bar argue with worry hold western care.,2025-02-02,2025-02-12,2.03,Feature,Low,Research,U04
5801,Ok decision letter lawyer cut final everything.,2025-02-14,2025-02-24,2.45,Bug,Medium,Technical,U06
5802,Air share maintain sense pull statement house.,2025-02-06,2025-02-07,5.02,Feature,Low,Technical,U03
5803,First large rest everything become star although.,2025-01-20,2025-01-25,2.91,Bug,Low,Admin,U01
5804,Trial cost he risk tree sign under.,2025-04-18,2025-04-20,6.02,Feature,High,Research,U08
5805,Every save agency money rather somebody.,2025-03-23,2025-03-24,5.98,Feature,Low,Support,U07
5806,Base final industry agency meet create.,2025-05-03,2025-05-12,6.57,Feature,High,Technical,U01
